acc,pre,rec,f1
0.8536585365853658,0.46153846153846156,0.5454545454545454,0.4999999999999999
0.9024390243902439,0.6666666666666666,0.4,0.5
0.8902439024390244,0.625,0.45454545454545453,0.5263157894736842
0.8902439024390244,1.0,0.1,0.18181818181818182
0.926829268292683,0.9444444444444444,0.9444444444444444,0.9444444444444444
0.975609756097561,1.0,0.8,0.888888888888889
0.8048780487804879,0.7307692307692307,0.6785714285714286,0.7037037037037038
0.975609756097561,1.0,0.8,0.888888888888889
0.9512195121951219,0.9714285714285714,0.918918918918919,0.9444444444444445
0.926829268292683,0.9444444444444444,0.9444444444444444,0.9444444444444444
0.9390243902439024,0.6666666666666666,0.5714285714285714,0.6153846153846153
0.9390243902439024,1.0,0.6875,0.8148148148148148
